"#","Game","Release date","Price","Score rank(Userscore / Metascore)","Owners","Playtime (Median)","Developer(s)","Publisher(s)"
"7740","SCHOOL SIMULATOR MULTIPLAYER","Sep 10, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","CREATIV GAME DEVELOPER LLC.","CREATIV GAME DEVELOPER LLC."
"7742","Protect your planet","Nov 1, 2017","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Triple Rush Games","Triple Rush Games"
"7743","魅魔的冒险生活","Nov 17, 2020","$15.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","BVRgames","BVRgames"
"7744","CAEDES","Aug 18, 2022","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Madar Games","Madar Games"
"7745","Ashley: The Story Of Survival","Apr 13, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Art Of Adventures","Art Of Adventures"
"7746","Mushroom Picker Simulator","Aug 19, 2020","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Poroshin Develop","Poroshin Develop"
"7747","Ayahuasca: Polyventure","Jan 28, 2018","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Eternity Studios","Eternity Studios"
"7748","SCORE","Jul 5, 2016","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","TecEh! Studios",""
"7749","Dark Ghost RPG","Apr 17, 2018","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nikita ""Ghost_RUS""","Ghost_RUS Games"
"7750","I saw IT","Mar 11, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","evlavv_studio","evlavv_studio"
"7751","Oil Baron","Sep 20, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","GiBar","RoBot"
"7752","Export Simulator","Jul 6, 2018","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ZovGame","Errigar Games"
"7754","The Legions of Rome","Sep 13, 2016","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","The Tambourine","The Tambourine"
"7756","白石洲往事","Jul 18, 2019","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","DRILL Games","DRILL Games"
"7757","School Owner","Oct 27, 2019","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Owner Games","Owner Games"
"7760","Build-A-Lot 2: Town of the Year","Dec 17, 2009","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hip Soft","iWin"
"7761","Next Stop 3","Mar 9, 2019","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ladia Group","Ladia Group"
"7762","在线教育开发实习生 Elearning Development Intern","Nov 29, 2022","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hao Games","Hao Games"
"7763","Proyecto Flamingo X1","May 25, 2020","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Proyecto Flamingo","Proyecto Flamingo"
"7765","Pow! 2","Mar 7, 2022","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","The 25th Studio","The 25th Studio"
"7766","Intraquartz","Jul 19, 2022","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ilzard","ilzard"
"7767","Aery - Vikings","Jul 22, 2022","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","EpiXR Games UG","EpiXR Games UG"
"7768","Weather Lord: Royal Holidays Collector's Edition","Jan 26, 2017","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Yustas Game Studio, Alawar Entertainment","ESDigital Games"
"7769","Alien Attack: Pocket Edition","Aug 1, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Alien Jellyfish","Alien Jellyfish"
"7770","toz","Jun 10, 2022","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ismail Doner","Ismail Doner"
"7771","Hyzer Sky","Aug 10, 2020","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Markus Amberla","Markus Amberla"
"7772","Lost Remnant: Roaches to Riches","Nov 5, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Jeff Sproul","Jeff Sproul"
"7773","Myth Bearer","Nov 10, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","JC Bailey","JC Bailey"
"7774","BuriBoard","Oct 19, 2021","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Roberto Ferreira","FerreroDev"
"7775","SGS Heia Safari","Nov 25, 2021","$24.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","The Strategy Game Studio","Avalon Digital"
"7777","Der einzig wahre Auserwählte","Aug 2, 2017","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Game Alchemists","Game Alchemists"
"7778","Twin Blue Moons","Mar 7, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Arcus Plume","Arcus Plume"
"7779","Eternal Space Battles","Nov 6, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Onlyjoy's production","Onlyjoy's production"
"7781","Carrier Trail","Jun 30, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","CrackedGhostGames","CrackedGhostGames"
"7782","Digital Diamond Baseball V9","Mar 24, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Curiosity Computing","Curiosity Computing"
"7783","Suicide For Him","Nov 24, 2021","$10.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Starbit Light","Starbit Light"
"7784","Oath of Miko","Oct 7, 2022","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","PotS","PotS"
"7785","Murder Diaries 3 - Santa's Trail of Blood","Dec 17, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","EpiXR Games UG","EpiXR Games UG"
"7786","From Heaven To Earth","Feb 18, 2022","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","EpiXR Games UG","EpiXR Games UG"
"7788","Angry Troll Simulator","Oct 11, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","One Face Studio","One Face Studio"
"7789","Climbros","Mar 10, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Toucan Studio","Art Games Studio S.A."
"7790","My name is human","Sep 17, 2021","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","NL Studio","Big Black Bear"
"7791","Digital Diamond Baseball V10","Mar 31, 2022","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Curiosity Computing","Curiosity Computing"
"7792","Police Radar","Sep 2, 2022","$1.09","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Atomic Fabrik, Cristian Manolachi","Atomic Fabrik, Cristian Manolachi"
"7793","Port Cranes : Container Age","Oct 21, 2022","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Etchu Island Shipyard","Etchu Island Shipyard"
"7794","Blue-Collar Astronaut","Mar 14, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Mutated Software","Mutated Software"
"7795","Nano Shift","Nov 8, 2017","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Egg Roll Digital Studios Inc.","Egg Roll Digital Studios Inc."
"7796","Village Monsters","Mar 22, 2022","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Josh Bossie","Josh Bossie"
"7797","Tears - 9, 10","Jan 31, 2018","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Fancyday","Fancyday"
"7798","Wheelchair Simulator","Jun 12, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ViRa Games","ViRa Games"
"7799","The First Track","Jan 31, 2019","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","CSF","CSF"
"7800","FULLCHOKE : Clay Shooting VR","Nov 27, 2019","$16.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ROLLINGJ GAMES","ROLLINGJ GAMES"
"7801","CorePiercer","Apr 7, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","xe2050","WELOVEBOT CO., LTD."
"7802","Trick or Treat","Nov 5, 2021","$1.19","N/A (N/A)","0 .. 20,000","00:00 (00:00)","LTZinc","HandMade Games"
"7803","It'sRoachTime!","Mar 8, 2022","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Roach Team","Roach Team"
"7804","Police on Duty","Jul 25, 2022","$4.49","N/A (N/A)","0 .. 20,000","00:00 (00:00)","TITA Studios","TITA Studios"
"7805","Light and Dance VR - Music, Action, Relaxation","Mar 3, 2017","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hermann Fischer","Total Creations"
"7806","Pathogen-病原体","Apr 2, 2019","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","折翼的红领巾","折翼的红领巾"
"7807","Above Earth","Aug 30, 2019","$17.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Midwest Video Games","Midwest Video Games"
"7808","Björk Vulnicura Virtual Reality Album","Sep 5, 2019","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Analog Studios","Wellhart Ltd / One Little Indian Ltd"
"7809","The Developer","Sep 16, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Huntah","Huntah"
"7811","Dr. Derk's Mutant Battlegrounds","Jul 28, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Mount Rouke Studios","Mount Rouke Studios"
"7812","BlackberryNOVA","Aug 19, 2021","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nova B12","Nova B12"
"7813","Sigma Draconis","Apr 10, 2021","$10.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Draconis Games","Draconis Games"
"7814","Fishing Sim World: Bass Pro Shops Edition","Nov 3, 2020","$39.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Dovetail Games","Planet Entertainment"
"7815","Traffic Racing","Nov 12, 2021","$1.09","N/A (N/A)","0 .. 20,000","00:00 (00:00)","REALBB","Gales Corp."
"7816","Case Files: The Death of Paulette Williams","Oct 26, 2022","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Think Ten Media Group","Think Ten Media Group"
"7817","Prison Wars","Jan 6, 2023","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","BloodRain Publishing","BloodRain Publishing"
"7819","Incorp Inc","Apr 3, 2017","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Jippo Media","Jippo Media"
"7820","Tank Mechanic Simulator VR","Sep 1, 2022","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","GameFormatic S.A.","PlayWay S.A."
"7821","Scary Turnaround","Jan 28, 2023","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","STuNT","STuNT"
"7822","The Guard","Feb 28, 2023","$0.54","N/A (N/A)","0 .. 20,000","00:00 (00:00)","STuNT","STuNT"
"7823","My Vet Practice - In the Country","Mar 27, 2014","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Independent Arts Software","familyplay"
"7824","SCS deORBIT","Aug 17, 2015","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Zero Dollarz","Zero Dollarz"
"7825","Endless Inside","Dec 22, 2017","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","heavenly-roads","heavenly-roads"
"7826","No King No Kingdom VR","Feb 16, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Fullmetal Developer","Fullmetal Developer"
"7827","Endless Battle: Return of Hero +1","Jul 22, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","EF Universe Games LLC","EF Universe Games LLC"
"7828","Time of Piracy","Jun 4, 2021","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","LTZinc","LTZinc"
"7829","SPECWAR Tactics","Jan 13, 2022","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Applesauce Dev","Applesauce Dev"
"7830","Tanks VR","Apr 6, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Freshfield Studios","Freshfield Studios"
"7831","Scraper: First Strike","Nov 21, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Labrodex Inc","Labrodex Inc"
"7832","逗国科举 | Douguo Keju","Dec 7, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","CCYY","Trueyuna Technology Co. Ltd."
"7833","My Desktop Alive","Dec 26, 2018","$1.94","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tunnel Vision Studio","Tunnel Vision Studio"
"7834","Zoo Constructor","Jan 3, 2020","$17.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","b-alive gmbh","b-alive gmbh"
"7835","Brutal Japan | 猟奇の日本","Jun 24, 2022","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","838s Maniacs","838s Maniacs"
"7836","Save the Girl","Aug 29, 2022","$4.49","N/A (N/A)","0 .. 20,000","00:00 (00:00)","TITA Studios","TITA Studios"
"7837","Frankenstein: Beyond the Time","Aug 1, 2018","$10.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","TD","TD"
"7838","New England Detective: Breakfast in Boston","Jun 7, 2019","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Little Black Book Entertainment","Little Black Book Entertainment"
"7839","Draft Day Sports: College Football 2021","Feb 5, 2021","$24.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Wolverine Studios","Wolverine Studios"
"7841","Lost Shipwreck","Sep 29, 2017","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Blueplant Entertainment","Blueplant Entertainment"
"7842","The Lonely Gorilla","Nov 16, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Funderground Games","Funderground Games"
"7843","Girls' civilization 2","Jun 1, 2021","$12.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Moondolino","Moondolino"
"7844","3D PUZZLE - Farm House","Apr 22, 2022","$99.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","PUZZLE Games","Azerbaijan Technology, Aztech"
"7845","Crazy Machines VR","Oct 25, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Fakt Software","Wild River Games"
"7846","MONEY LOVES SILENCE","Feb 24, 2020","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Vasiliy Sadovyi","Vasiliy Sadovyi"
"7847","Ragnarok Chess","May 4, 2021","$1.09","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Minimol Games","Minimol Games"
"7848","Who is the hero of this Game","Jul 24, 2022","$1.19","N/A (N/A)","0 .. 20,000","00:00 (00:00)","RunRun","My Way Games"
"7849","Tales of a Spymaster","May 17, 2019","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Gerard Morris","Gerard Morris"
"7850","ELON on MARS","Sep 23, 2019","$0.29","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SRS Games","SRS Games"
"7851","Solar Cram School/[太阳补习班]","Oct 26, 2019","$0.89","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Gemini Stars Games","Gemini Stars Games"
"7852","My Little Dog Adventure","Nov 6, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","EpiXR Games UG","EpiXR Games UG"
"7854","战地指挥官/Battleboom","Oct 19, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Battleboom Studio","Battleboom Studio"
"7855","Gamer Simulator","Sep 22, 2015","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Punk Games Studio","Punk Games Studio"
"7856","Streetball VR","Jun 2, 2017","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Indiecode Games","Indiecode Games"
"7857","Virtual Reality Girls","Nov 25, 2017","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ErosVR","ErosVR"
"7858","Factory Coin Mining","Apr 15, 2019","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Thetis Games","Thetis Games"
"7859","Taxi Simulator","Mar 31, 2022","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lance Games","Lance Games"
"7860","Russian Hunter","Jun 15, 2022","$24.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Piece Of Voxel","Piece Of Voxel"
"7862","Revolution : Virtual Playspace","Oct 5, 2016","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Dragom","Dragom"
"7863","BugOut","Sep 14, 2018","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","A2G Studios","A2G Studios"
"7864","ENDGAME: Survival","Aug 25, 2022","$13.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","AGames","AGames"
"7866","Space Crafting","May 19, 2022","$99.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","3D PUZZLE","Azerbaijan Technology, Aztech"
"7867","Kungfu Beggar","Nov 23, 2017","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","LIU TING","LIU TING"
"7868","AL･FINE","Nov 11, 2016","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","CrimsonRabbit","Sekai Project"
"7869","Yanpai Simulator","Jul 4, 2019","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","cdev","cdev"
"7870","Darts and Friends","Apr 9, 2018","$0.27","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Racing Bros","ANPA.US"
"7871","EreaDrone 2018","Jul 17, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","EreaDrone, EreaStudio, Elouan Jorrand","EreaDrone"
"7872","ChefU","Aug 28, 2017","$29.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lockem Reality","Lockem Reality"
"7873","Hello Pollution!","Aug 7, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Steady Mushroom Ltd.","Steady Mushroom Ltd."
"7874","Prison Girl","Jan 22, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MA Game","MA Game"
"7876","The Spectre Files: Deathstalker","Oct 27, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Game Refuge, Galloping Ghost Productions","Galloping Ghost Productions"
"7877","Abducted: The Night Hunters","Jun 30, 2021","$10.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)",".Cat",".Cat"
"7878","Moondrop","Aug 12, 2022","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Moonroof Studios","Moonroof Studios"
"7879","Boom Bears on Stream","Feb 11, 2022","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hideout Games","Hideout Games"
"7880","Kairobotica","Jan 15, 2023","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Kairosoft Co.,Ltd","Kairosoft Co.,Ltd"
"7881","Zellige: The Tilemaker of Granada","Feb 17, 2023","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hoopoe Games LTD","Hoopoe Games LTD"
"7882","IBIS AM","Feb 17, 2023","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","The Water Museum","The Water Museum"
"7883","Frack the World","Mar 1, 2023","$2.67","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Beef Cat","Beef Cat"
"7884","Adelantado Trilogy. Book Three","Dec 7, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Whiterra","Qumaron"
"7885","Posable Heroes","Oct 25, 2018","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Stochastic Lints","Stochastic Lints"
"7886","Open The Door","Nov 30, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Individual233","Individual233"
"7887","Merek's Market","Sep 15, 2021","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Big Village Games Ltd","Big Village Games Ltd"
"7888","Moon Observatory Iris","May 1, 2021","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","batensan","batensan"
"7890","Droopy Balls Simulator 2021","Sep 17, 2021","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Greener Productions","Greener Productions"
"7891","Aery - Last Day of Earth","Oct 23, 2022","$6.69","N/A (N/A)","0 .. 20,000","00:00 (00:00)","EpiXR Games UG","EpiXR Games UG"
"7892","B-Horror: Subway","Mar 30, 2023","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MozMesh","MozMesh"
"7893","Northern Tale 4","Nov 16, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Realore","Qumaron"
"7894","Uagi-Saba","Nov 30, 2018","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Undergroundies","Undergroundies"
"7895","EggTime 2","May 7, 2018","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Bartoš Studio","Bartoš Studio"
"7896","Heartbreak High: A Break-Up Simulator","May 21, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Good Bit, Alec Robbins","Good Bit"
"7897","My Heart Grows Fonder","Nov 11, 2019","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Zetsubou","Zetsubou"
"7898","Alpha Lyrae Discovery","Sep 15, 2019","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","xe2050","WELOVEBOT CO., LTD."
"7899","Action SuperCross","Feb 11, 1997","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Elasto Mania Team, Balazs Rozsa","Elasto Mania Team"
"7900","The Legend Of Tiger And Phoenix","Nov 4, 2022","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","OZNA STUDIO","OZNA STUDIO"
"7901","Temporian","Mar 30, 2023","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ChallAcc","ChallAcc"
"7902","SwingStar VR","Dec 20, 2016","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Computer Lunch, Zero Eden Games","Computer Lunch"
"7903","Toilet Run","Sep 27, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Synaptic Response","Synaptic Response"
"7904","Santa Simulator","Dec 7, 2018","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Toast VR","Toast VR"
"7905","Lily's Handmaid","Apr 24, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Arcus Plume","Arcus Plume"
"7907","Keng's Little Universe","Jan 13, 2022","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Keng7","Keng7"
"7908","Put Your Brain On","May 10, 2022","$44.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","KOA BOA","KOA BOA"
"7909","The Search for Fran 2","Jun 7, 2022","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Archor Wright","Archor Games"
"7910","Tennis Club Story","Nov 27, 2022","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Kairosoft Co.,Ltd","Kairosoft Co.,Ltd"
"7911","Europe Bus Driver","Nov 18, 2022","$0.39","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Atomic Fabrik, Cristian Manolachi","Atomic Fabrik, Cristian Manolachi"
"7912","Northern Tale 3","Dec 1, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Realore","Qumaron"
"7913","Colony Prospector","Apr 25, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Colonial Life","Colonial Life"
"7914","CosmoDrive:Zero","Nov 29, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Diamond Cats Studio","Diamond Cats Studio"
"7915","Atom","Jan 30, 2021","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","PanGuoJun","PanGuoJun"
"7916","From Earth To Heaven","Sep 5, 2021","$3.49","N/A (N/A)","0 .. 20,000","00:00 (00:00)","EpiXR Games UG","EpiXR Games UG"
"7917","1000 Needles","Feb 11, 2022","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","LTZinc","LTZinc"
"7918","The World of a Mermaid","Jun 1, 2022","$44.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","KOA BOA","KOA BOA"
