"#","Game","Release date","Price","Score rank(Userscore / Metascore)","Owners","Playtime (Median)","Developer(s)","Publisher(s)"
"2206","Lucky Goal","Jan 1, 2023","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Woondas","Woondas"
"2207","Soccering","Aug 6, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Gestalt Development Studio","Gestalt Development Studio"
"2208","Mini Car Money Chase","Dec 21, 2020","$0.49","N/A (N/A)","0 .. 20,000","00:00 (00:00)","xproject","KazakovStudios"
"2209","Ultimate Super Powers Old Maid～3Days～","Dec 10, 2021","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","nekogameteacher","nekogameteacher"
"2210","Skiing VR","Mar 2, 2022","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","DGMA","DGMA"
"2211","Suspect Enemy","Jan 15, 2022","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","HorseGames","HorseGames"
"2212","VR Baseball","Apr 4, 2016","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rank17","Rank17"
"2213","Push Me Pull You","Jul 14, 2016","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","House House","House House"
"2214","Range Ball","Apr 1, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","meokigame","meokigame"
"2215","Horse Riding Deluxe 2","Mar 2, 2021","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Loot Inside","Loot Inside"
"2216","Eastern Europe Truck Simulator","Apr 21, 2022","$0.49","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Atomic Fabrik, Cristian Manolachi","Atomic Fabrik, Cristian Manolachi"
"2217","RPGolf","May 9, 2018","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ArticNet","Chorus Worldwide Games"
"2218","Serious Fun Football","Jul 14, 2022","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","KW-SFF","KW-SFF, FreeMind S.A."
"2219","Virtual Boxing League","Aug 16, 2019","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Spellbook","www.Spellbook.com"
"2220","家园（Home Land）","Apr 8, 2019","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Z.A.Games","Z.A.Games"
"2221","Snow Clearing Driving Simulator","Sep 23, 2019","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","A Nostru","My Way Games"
"2222","AI Dummy","Nov 17, 2017","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Narko Games","Narko Games"
"2223","Corona MotorSport","Mar 13, 2015","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","LucasGame","LucasGame"
"2224","Country Park","Jul 23, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","FG","FG"
"2225","Pro Gamer Manager 2","Oct 5, 2017","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Millenway","Millenway"
"2226","Brendan Keogh's Putting Challenge","Feb 24, 2022","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Brendan Keogh","Paper House"
"2227","Laser Lasso BALL","Feb 13, 2017","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","RagTagRadical","RagTagRadical LLC"
"2228","Star Drift","Feb 22, 2018","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Catze","Catze"
"2229","Volley Pals","Apr 6, 2023","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","NAISU","NAISU"
"2230","The Strike","Jan 7, 2016","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Bass Pro Shops","Console Classics"
"2233","VR RHYTHM ACTION SEIYA","Mar 14, 2018","$18.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","WANDV.INC","WANDV.INC"
"2234","Foreveracers","Mar 29, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SuperSmashingGreat Games","SuperSmashingGreat Games"
"2235","Kongfusion","Jul 28, 2020","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ZMVR","Leka Games"
"2236","Brain Games","Sep 6, 2021","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Serhii Khramov, Dmytro Pohrebnyi, Ivan Shutko, Illia Ustenko","General Script Studio"
"2237","YouRiding - Surfing and Bodyboarding Game","Sep 15, 2022","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Boardscore Inc","Boardscore Inc"
"2238","KART CHASER : THE BOOST VR","Jan 25, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","YJM VR","YJM GAMES"
"2240","Retro Drift","Aug 12, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Meng Games","Meng Games"
"2241","Shibainu - VR Katana Simulator","Jul 11, 2022","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hound Games","Hound Games"
"2242","Japanese Drag Racing (JDM) - ジェイディーエム","Mar 11, 2021","$0.27","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Success Games","Success Games"
"2243","Vaporwave Drift","Nov 3, 2019","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Meng Games","Meng Games"
"2244","MMA Team Manager","Mar 11, 2019","$29.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Alternative Software Ltd","Alternative Software Ltd"
"2245","One Bit Arena","Mar 16, 2018","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nefrace","Red twice potato"
"2246","Hovercars 3077: Underground racing","May 19, 2022","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Airem Motorsport Tech, Airem","Airem"
"2248","Tiny Football","Nov 15, 2022","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Martyn Bissett","MicroProse Software"
"2249","Active Soccer 2023","Mar 29, 2023","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","The Fox Software","The Fox Software"
"2250","Power Brain Trainer","Aug 20, 2019","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Serhii Khramov, Dmytro Pohrebnyi, Ivan Shutko, Illia Ustenko","General Script Studio"
"2251","MarineVerse Cup - Sailboat Racing","Aug 21, 2019","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MarineVerse","MarineVerse"
"2252","Megatect","Nov 4, 2015","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Jaunty Antics","Jaunty Antics"
"2253","Mini Hockey Champ!","Nov 2, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","26k","26k"
"2254","Micro Pico Racers","Apr 19, 2018","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Josep Monzonis Hernandez","Josep Monzonis Hernandez"
"2255","MTB Dirt","Jul 10, 2021","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lucas Löffel","Lucas Löffel"
"2256","Encore Classic Puzzle & Board Games","Jan 30, 2020","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","webfoot","Encore Software LLC."
"2257","Anime - Space Sniper","Nov 15, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Seito Games","Seito Games"
"2258","DUO","Jul 7, 2016","$1.79","N/A (N/A)","0 .. 20,000","00:00 (00:00)","NiVision","NiVision"
"2259","Hyperglide","May 23, 2022","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Interaction Ideas GmbH","Interaction Ideas GmbH"
"2260","3D Arcade Fishing","Dec 20, 2016","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","bumblebee","familyplay, Markt+Technik"
"2261","Super Blackjack Battle 2 Turbo Edition - The Card Warriors","Mar 3, 2017","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Stage Clear Studios","Headup Publishing"
"2262","Just Drift It !","Apr 3, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Vencious Games","Vencious Games"
"2263","Cube Color","Nov 22, 2017","$24.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Laush Studio","Laush Studio"
"2264","Tennis Fighters","Jan 2, 2020","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","TDO Games","TDO Games"
"2265","Shine's Adventures 6 (Go! Girls)","Nov 26, 2019","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ShineProject","ShineProject"
"2266","VR Slugger: The Toy Baseball Field","Jun 8, 2017","$4.79","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Poly Poly Games","Poly Poly Games"
"2267","Fly Fly Tuk Tuk","Aug 8, 2022","$199.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","TITI Studios","Hunny Bunny Studio"
"2268","Miner Ultra Rag Smash","Nov 4, 2020","$0.49","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sinned Games","Sinned Games"
"2269","Car Racing Highway Driving Simulator, real parking driver sim speed traffic deluxe 2023","Jan 11, 2023","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Midnight Games","Midnight Games"
"2270","Pro Strategy Football 2020","Sep 13, 2019","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Kerry Batts","Pro Strategy Games"
"2271","Sniper Game","Oct 28, 2021","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","beans rolls","beans rolls"
"2272","Mountain Offroad Simulator","Jul 18, 2022","$29.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Atomic Fabrik, Cristian Manolachi","Atomic Fabrik, Cristian Manolachi"
"2273","Super Toy Cars Offroad","Feb 18, 2022","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Eclipse Games","Eclipse Games"
"2274","Retrowave Drift","Oct 30, 2020","$0.59","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ChangeMe","ChangeMe"
"2275","Draft Day Sports: Pro Basketball 2021","Nov 19, 2020","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Wolverine Studios","Wolverine Studios"
"2276","In a search of a new home","May 26, 2020","$24.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Defender Defender","Defender Defender"
"2277","Paintball 707","Nov 30, 2016","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lotte|EoD","Agger Interactive"
"2278","IHF Handball Challenge 14","Mar 28, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Neutron Games GmbH","Nacon, Plug In Digital"
"2279","G-Ball","May 28, 2014","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Genee Network","Genee Network"
"2280","CrazyCar","Jul 27, 2017","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Apillo","Apillo"
"2282","Beers and Boomerangs","Nov 22, 2022","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Witty Platypus","Spelkollektivet"
"2283","Dolphin Up","May 4, 2017","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rawkins Games","Rawkins Games"
"2284","Presentiment of Death","Mar 1, 2023","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","XOCUS","XOCUS"
"2285","Extreme Truck Stunts","Oct 21, 2022","$10.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Atomic Fabrik, Cristian Manolachi","Atomic Fabrik, Cristian Manolachi"
"2286","World Fighting Soccer 22","Aug 30, 2022","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Melko Game Club","Melko Game Club"
"2287","Super Soccer Blast: America vs Europe","Jun 11, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Unfinished Pixel","Unfinished Pixel"
"2288","Autumn Park Mini Golf","Sep 16, 2016","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Serious Tangents","Serious Tangents"
"2289","TrickStyle","Feb 21, 2017","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Throwback Entertainment, Criterion Games","Throwback Entertainment"
"2290","Open Wheel Manager","Sep 20, 2019","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Paprikash Games","MicroProse Software"
"2291","Hoser Hockey","Nov 30, 2020","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sam","Sam"
"2292","RADtv","Aug 2, 2019","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ruffian Games","Ruffian Games"
"2293","Drunk-Fu: Wasted Masters","Aug 17, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rusto","Rusto"
"2294","Golf Party","Jan 29, 2021","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","VoidFiller Studios","VoidFiller Studios"
"2295","Archery Blast","Apr 13, 2018","$0.28","N/A (N/A)","0 .. 20,000","00:00 (00:00)","RewindApp","RewindApp"
"2296","Fort Boyard","Jun 27, 2019","$24.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Appeal Studio","Microids"
"2297","Mine the Gold","Apr 10, 2019","$0.29","N/A (N/A)","0 .. 20,000","00:00 (00:00)","A Nostru","My Way Games"
"2298","Drift King: Survival","Nov 24, 2016","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Destiny.Games","Destiny.Games"
"2299","Art of Boxing","Mar 9, 2020","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Gold From Straw Games","Gold From Straw Games"
"2301","Dino Galaxy Tennis","Mar 19, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Vixa Games","Vixa Games"
"2302","Golf On Mars","Jul 3, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Captain Games","Captain Games"
"2303","Roxy Raccoon's Pinball Panic","Mar 15, 2022","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sinomod Studios","Sinomod Studios"
"2304","Pupper park","Nov 8, 2019","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sokpop Collective","Sokpop Collective"
"2305","Super Sports Blast","Jan 29, 2021","$24.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Unfinished Pixel","Unfinished Pixel"
"2306","Glider Island","Apr 28, 2017","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Joey Sipos","5D Realities"
"2307","Street Hoop","Dec 31, 2019","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Digicon, DATA EAST","Digicon"
"2308","Drunk Soccer is the Best Soccer","Jan 12, 2021","$0.49","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Kiddy","Kiddy"
"2309","Ball Grabbers","Jul 12, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Part Time Monkey","Part Time Monkey"
"2313","Range is HOT!","Mar 9, 2021","$29.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Winter Bear Studio","Winter Bear Studio"
"2314","Football Mogul 2014","Sep 4, 2013","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sports Mogul, Inc.","Sports Mogul, Inc."
"2315","Monster Trucks Nitro","Jan 29, 2009","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Redlynx Ltd","Miniclip.com"
"2316","Era of Combat: Boxing","Feb 25, 2022","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nodtech Creative Industries Ltd., Era of Combat Boxing Ltd.","Nodtech Creative Industries Ltd."
"2318","Super Arcade Soccer","Feb 26, 2019","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ruben Alcañiz","Ruben Alcañiz"
"2319","Extreme Truck Simulator","Feb 15, 2019","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","A Nostru","My Way Games"
"2320","Doug Flutie's Maximum Football 2020","Dec 29, 2020","$29.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Canuck Play Inc","Canuck Play Inc"
"2321","Cyber Team Manager","Jan 8, 2016","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","The Tambourine","The Tambourine"
"2322","Shiny Ski Resort","Nov 27, 2022","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Kairosoft Co.,Ltd","Kairosoft Co.,Ltd"
"2323","RC Rush","Jan 27, 2022","$12.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tea Monster Games, 4 Fun Studio","Tea Monster Games"
"2324","Rule with an Iron Fish - A Pirate Fishing Adventure","Aug 24, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Kestrel Games","Kestrel Games"
"2325","capy hoky","Jan 18, 2019","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sokpop Collective","Sokpop Collective"
"2326","Speedball Arena","Oct 25, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","RR GAMES PTE LTD","RR GAMES PTE LTD"
"2329","Smash Cars","Oct 18, 2011","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Creat Studios Inc",""
"2330","Practisim VR","May 19, 2017","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","AncientSky Games","AncientSky Games"
"2331","World Championship Boxing Manager 2","Jan 17, 2023","$12.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Mega Cat Studios","Ziggurat"
"2332","National Rugby Manager","Feb 16, 2018","$18.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Biological Systems Modeling, Alternative Software","Alternative Software"
"2333","The Unicorn Princess","Nov 14, 2019","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Caipirinha Games","Toplitz Productions"
"2334","Hockey Player VR","May 8, 2019","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Brosvision s.r.o.","Brosvision s.r.o."
"2335","VR Ping Pong Pro","Nov 12, 2019","$24.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Reddoll Srl, IV Productions, ONE-O-ONE GAMES","Merge Games"
"2336","BattleTrucks","Apr 3, 2017","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","BattleGames","Trinity Project"
"2337","Street Power Football","Aug 25, 2020","$29.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SFL Interactive, Gamajun","Nacon"
"2338","3D MiniGolf","May 29, 2015","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Z-Software GmbH","familyplay"
"2339","Schlag den Star - Das Spiel","Nov 30, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lost the Game Studios","bitComposer Interactive GmbH"
"2340","Riding Seas","Jan 31, 2022","$12.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","CatOnTree Studio","CatOnTree Studio"
"2341","BasCatball Mars: Basketball & Cat","Nov 6, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Opala Project","Opala Project"
"2342","Headmaster","Aug 30, 2017","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Frame Interactive","Frame Interactive"
"2343","Mini Car Racing - Tiny Split Screen Tournament","Apr 23, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","EpiXR Games UG","EpiXR Games UG"
"2344","Fist of Physics","Dec 14, 2016","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Midas Touch Game","Midas Touch Game"
"2345","Valentino Rossi The Game Compact","Jan 26, 2017","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Milestone S.r.l.","Milestone S.r.l."
"2346","TREBUCHET","Jul 30, 2015","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","iconical Ltd.","iconical Ltd."
"2347","Let's Bowl VR - Bowling Game","Aug 7, 2017","$17.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rising Fun Games","Rising Fun Games"
"2348","TRUE SKATE","Nov 8, 2022","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","True Axis Pty Ltd","True Axis Pty Ltd"
"2349","Draft Day Sports: Pro Football 2021","Oct 1, 2020","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Wolverine Studios","Wolverine Studios"
"2350","gRally","May 21, 2018","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ghiboz","ghiboz"
"2351","Super Slam Dunk Touchdown","Dec 16, 2015","$15","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tipping Goat LLC","Tipping Goat LLC"
"2352","Surf World Series","Aug 30, 2017","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Climax Studios","Vision Games Publishing LTD"
"2353","Angry Golf","Sep 13, 2019","$0.39","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tero Lunkka, Ruskija game experience","Tero Lunkka"
"2354","My Riding Stables: Your Horse world","Mar 28, 2014","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Radon Labs GmbH","familyplay"
"2355","Qbike: Cyberpunk Motorcycles","Jul 28, 2017","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","GexagonVR","GexagonVR"
"2356","Dino Dini's Kick Off Revival - Steam Edition","Sep 12, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Koo Games Ltd","The Digital Lounge"
"2357","Pro Basketball Manager 2019","Nov 21, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Umix Studios","Umix Studios"
"2358","PogoChamp","Apr 12, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Jake Rabinowitz","Jake Rabinowitz"
"2359","Barbarous - Tavern Of Emyr","Feb 27, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SQRT3","GameHouse"
"2360","Canvas Hockey","Aug 5, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Brandon Alexander Holt","Synvoyity LLC"
"2361","Spikair Volleyball","Feb 6, 2023","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Choc Abyss","Choc Abyss"
"2362","Watch Me Jump","Apr 19, 2018","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Jeremy Gable","Jeremy Gable"
"2363","Bird path","Aug 20, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rabotiagi games","Rabotiagi games"
"2364","Hyper Gunsport","Dec 22, 2022","$24.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Necrosoft Games","Necrosoft Games"
"2365","God of Gym","Jan 3, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Team KARPETTI","Team KARPETTI"
"2366","JAM GODS","Jul 18, 2022","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Static Wild","Static Wild"
"2367","Baseball Mogul Diamond","Aug 9, 2016","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sports Mogul, Inc.","Sports Mogul, Inc."
"2368","Way of Redemption","Nov 7, 2017","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Pixel Cream","Pixel Cream"
"2369","HUNTER BRICK BALL","Jul 1, 2019","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","meokigame","meokigame"
"2371","StickmanThug3D火柴人暴徒","Oct 8, 2022","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Running Hoffman","Igpsea"
"2372","hoVRboard","Sep 13, 2019","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","TomyHorst","TomyHorst"
"2373","Watch Your Ride - Bicycle Game","Aug 26, 2021","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tiny Magicians","Tiny Magicians"
"2374","Home Run High","Oct 10, 2022","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Kairosoft Co.,Ltd","Kairosoft Co.,Ltd"
"2375","VR SHOOT AROUND - Realistic basketball simulator -","Jul 12, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","BoninblueDesignLaboratory","BoninblueDesignLaboratory"
"2376","Zombie Killer Drift - Racing Survival","Aug 27, 2021","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Bad Kids Games","Atomic Fabrik, Cristian Manolachi"
