"#","Game","Release date","Price","Score rank(Userscore / Metascore)","Owners","Playtime (Median)","Developer(s)","Publisher(s)"
"15076","Sinless + OST","Dec 16, 2015","$4.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","MGP Studios","Forever Entertainment S. A."
"15088","Light Fairytale Episode 1","May 13, 2019","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","neko.works","neko.works"
"15091","The Book of Legends","Mar 14, 2014","$6.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Aldorlea Games","Aldorlea Games"
"15097","Ghost Files: The Face of Guilt","May 18, 2017","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Brave Giant LTD","Artifex Mundi"
"15099","Colortone","Oct 29, 2015","$3.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Greendev.","Valkyrie Initiative"
"15118","Forbidden Ingress","Apr 23, 2020","$4.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Strange_Indie_Team","Strange_Indie_Team"
"15129","Remains","Jun 8, 2021","$5.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","SoloQ","SoloQ"
"15144","Dark Heritage: Guardians of Hope","Sep 24, 2015","$14.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","World-Loom, The House of Fables","Artifex Mundi"
"15152","机退怪兽","Apr 24, 2019","$2.19","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Doble Punch Games","Surefire.Games"
"15166","Dreamscapes: The Sandman - Premium Edition","Apr 16, 2014","$6.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Shaman Games Studio","HH-Games"
"15170","Queen's Quest: Tower of Darkness","Sep 10, 2015","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Brave Giant LTD","Artifex Mundi"
"15198","Elegy for a Dead World","Dec 10, 2014","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Dejobaan Games, LLC, Popcannibal","Dejobaan Games, LLC"
"15199","Toonstruck","Nov 15, 2016","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Burst","Interplay Entertainment Corp."
"15210","Stardust Galaxy Warriors: Stellar Climax","Nov 10, 2015","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Dreamloop Games","Dreamloop Games"
"15214","Dungeon Journey","Jun 3, 2016","$1.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Carbomb Software, Nova Dimension","Nova Dimension"
"15216","Dracula: Love Kills","Jun 9, 2011","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Waterlily Games","Frogwares"
"15217","DashBored","Jun 13, 2016","$4.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Fading Club","Fading Club"
"15220","Mugen Souls","Oct 22, 2015","$19.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Idea Factory","Ghostlight LTD"
"15260","iBLiS","Apr 16, 2021","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","FND game","FND game"
"15264","Dark Scavenger","May 16, 2014","$4.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Psydra Games LLC","Psydra Games LLC"
"15267","Goosebumps: The Game","Oct 13, 2015","$1.49","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","WayForward","GameMill Entertainment"
"15269","Planet R-12","May 5, 2016","$0.99","N/A (N/A)","50,000 .. 100,000","00:54 (00:18)","Timushev Vladimir, Composer-Motorin Dmitry (Djinotan)","Timushev Vladimir"
"15271","Ghost in the pool","Jan 27, 2021","$4.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","CASCHA GAMES","CASCHA GAMES"
"15278","Tomato Jones","Jul 11, 2016","$4.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","HA Studio Ltd.","SA Industry"
"15300","Fairy Tale Mysteries: The Puppet Thief","Jan 7, 2016","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","The House of Fables, Gogii Games","Artifex Mundi"
"15306","Pilot Brothers","Dec 18, 2014","$4.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","1C Wireless","Fulqrum Publishing"
"15308","VR: Vacate the Room (Virtual Reality Escape)","Jul 15, 2016","$3.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","hOSHI","hOSHI"
"15310","Theatre Of The Absurd","Dec 10, 2012","$4.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Gogii Games","Strategy First"
"15312","Void Destroyer","Jan 20, 2015","$3.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Iteration 11","Iteration 11"
"15321","LUNA","Nov 20, 2020","Free","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Simple","PsychoFlux Entertainment"
"15324","Soldiers of the Universe","Sep 14, 2017","$4.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Rocwise Entertainment","Rocwise Entertainment"
"15328","Polygon Attack","Dec 27, 2016","$0.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Magnolia Art","Magnolia Art"
"15332","Sankaku Renai: Love Triangle Trouble","May 31, 2019","$29.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","ASa Project","NekoNyan Ltd."
"15333","Pharaonic","Apr 28, 2016","$14.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Milkstone Studios","Milkstone Studios"
"15342","Tren0","Feb 22, 2018","$2.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Bubble","INDIECN"
"15343","Chronicles of Teddy","Apr 2, 2015","$14.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Storybird","LookAtMyGame, Plug In Digital"
"15344","Francisca","Jul 26, 2016","$0.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Kiddy","Kiddy"
"15362","Asyula 方舟之链","Aug 9, 2017","$1.19","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","ShiinaYashiro","ShiinaYashiro"
"15368","Indiana Jones and the Last Crusade","Jul 1, 1989","$5.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","LucasArts","LucasArts, Lucasfilm, Disney"
"15388","Ostrich Island","Jan 8, 2015","$4.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","MeDungeon Ltd.","MeDungeon Ltd."
"15391","A Trip to Yugoslavia: Director's Cut","Feb 22, 2017","$0.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Piotr Bunkowski, Hades Productions","Sometimes You"
"15398","Football Game","Feb 13, 2018","$1.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Cloak and Dagger Games","Cloak and Dagger Games"
"15405","ReignMaker","Apr 16, 2014","$14.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Frogdice","Frogdice"
"15407","Eventide 2: The Sorcerers Mirror","Oct 13, 2016","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","The House of Fables","Artifex Mundi"
"15408","Ether Loop","Jan 21, 2020","$11.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Moon Lens","Moon Lens, Pleasant Rain Ltd"
"15409","Survive in Space","May 20, 2016","$10.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","EGAMER","EGAMER"
"15411","Arrogation: Unlight of Day","Jan 27, 2023","$19.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Corax_Studios","Corax_Studios"
"15418","RymdResa","Aug 20, 2015","$11.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Morgondag","Morgondag"
"15427","Taimumari: Definitive Edition","Dec 16, 2015","$7.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","TERNOX","TERNOX"
"15441","Deadlings: Rotten Edition","Nov 11, 2014","$3.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","ONE MORE LEVEL","ONE MORE LEVEL"
"15448","Parkan 2","May 11, 2007","$3.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Nikita","Fulqrum Publishing"
"15474","On A Roll 3D","Feb 12, 2015","$3.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Battenberg Software","Battenberg Software"
"15484","Nancy Drew: Shadow at the Water's Edge","Oct 19, 2010","$6.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","HeR Interactive","HeR Interactive"
"15486","Agarta","Oct 21, 2022","$15.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","FF Digital","FF Digital"
"15495","ITTA","Apr 22, 2020","$14.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Glass Revolver","Armor Games Studios"
"15498","Saint Kotar: The Yellow Mask","Jun 17, 2020","$0.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Red Martyr Entertainment","Red Martyr Entertainment"
"15499","Sorcerer King: Rivals","Sep 22, 2016","$19.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Stardock Entertainment","Stardock Entertainment"
"15501","The Last Hope: Trump vs Mafia - North Korea","Jan 20, 2017","$3.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","new dev","new dev"
"15506","Dungeon Of Dragon Knight","Jul 10, 2019","$11.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","HexGameStudio","HexGameStudio"
"15510","Endless Fables: The Minotaur's Curse","Dec 15, 2016","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Sunward Games","Artifex Mundi"
"15520","Inexistence","Feb 17, 2016","$2.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Jonathan BRASSAUD","Jonathan BRASSAUD"
"15529","I'a I'a Cofflhu Fhtagnyaa","Jan 4, 2021","$4.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","lamb of game","lamb of game"
"15532","Last Will","Aug 29, 2016","$8.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","LizardFactory","LizardFactory"
"15537","Disney Pirates of the Caribbean: At Worlds End","May 22, 2007","$19.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)"," Eurocom Entertainment Software","Disney"
"15540","Warhammer 40,000: Battle Sister","Mar 8, 2022","$19.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Soul Assembly Ltd","Soul Assembly Ltd"
"15544","Rot Gut","Jul 12, 2016","$1.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Shotgun Surgeons","Shotgun Surgeons"
"15546","Brink of Consciousness: Dorian Gray Syndrome Collector's Edition","Jul 1, 2012","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","MagicIndie","Plug In Digital"
"15548","SpaceCorn","Aug 30, 2012","$0.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Henrique Pegacha, Rafael Lima, Nuno Guerreiro","Gentlemen in Tuxedos"
"15551","Warp","Mar 21, 2012","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Trapdoor Inc.","Electronic Arts"
"15554","Mimpi","Jan 20, 2015","$3.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Dreadlocks Mobile, Silicon Jelly","Dreadlocks Mobile, Silicon Jelly"
"15558","Play With Me: Escape Room","Jan 17, 2018","$2.99","N/A (N/A)","50,000 .. 100,000","01:06 (00:22)","Airem","Airem"
"15562","The Adventures of Mr. Bobley","Jun 30, 2015","$1.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Jan Zizka","Jackbox Games, Inc."
"15579","The Albino Hunter (Original)","Mar 10, 2015","$4.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Cherry Co. Studios","Cherry Co. Studios"
"15587","Red Comrades 2: For the Great Justice. Reloaded","Oct 14, 2016","$4.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Buka Development","ESDigital Games"
"15590","The Falconeer","Nov 10, 2020","$19.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Tomas Sala","Wired Productions"
"15597","Alfred Hitchcock - Vertigo","Dec 16, 2021","$29.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Pendulo Studios","Microids"
"15608","Delve Deeper","Sep 24, 2010","$4.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Lunar Giant","Lunar Giant Studios"
"15609","Robinson: The Journey","Feb 7, 2017","$4.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Crytek","Crytek"
"15614","Zavix Tower","Jul 21, 2016","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Batholith Entertainment","Indie Voyage"
"15621","Nearwood - Collector's Edition","Apr 16, 2014","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","MagicIndie","Viva Media"
"15632","SILT","Jun 1, 2022","$14.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Spiral Circus Games","Fireshine Games"
"15633","Claire","Jul 7, 2014","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Hailstorm Games","Hailstorm Games"
"15638","Black Mirror","Nov 28, 2017","$7.49","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","KING Art","THQ Nordic"
"15639","Better Late Than DEAD","Mar 3, 2016","$1.24","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Odin Game Studio","Excalibur Publishing"
"15648","Albino Lullaby: Episode 1","Sep 15, 2015","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Ape Law","Ape Law"
"15650","RPG Tycoon","Feb 12, 2016","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Skatanic Studios","GSProductions Ltd."
"15652","Battle Royale: Survivors 究极求生:大逃杀","Jun 18, 2019","$4.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","momoStorm Entertainment","momoStorm Entertainment"
"15662","Empire of Angels IV","Dec 15, 2016","$14.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","SOFTSTAR ENTERTAINMENT","SOFTSTAR ENTERTAINMENT"
"15663","New Tales from the Borderlands","Oct 20, 2022","$19.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Gearbox Software","2K"
"15671","The Legend of The Sacred Stone EX","Mar 11, 2022","$7.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","USERJOY Technology Co.,Ltd.","USERJOY Technology Co.,Ltd."
"15672","100 hidden mushrooms","Mar 23, 2021","$0.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Anatoliy Loginovskikh, Catherine Svyataya","Anatoliy Loginovskikh"
"15674","City Climber","Feb 24, 2017","$6.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Ondrej Angelovic","Ondrej Angelovic"
"15675","Farnham Fables","Jun 20, 2016","$0.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Ethrea Dreams","Sometimes You"
"15676","Escape First","May 10, 2018","$5.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","OnSkull Games","OnSkull Games"
"15685","Pankapu","Sep 21, 2016","$11.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Too Kind Studio","Dear Villagers"
"15686","Heroes of the Monkey Tavern","Sep 22, 2016","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Monkey Stories","Monkey Stories"
"15687","NVL","Dec 24, 2017","$1.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","CUTE ANIME GIRLS","Tranquility games"
"15700","Cave Digger VR","May 10, 2018","$19.9","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","VRKiwi","VRKiwi"
"15708","牧剑：化神书(Tale Of Swords: Mystery Scroll)","Feb 6, 2018","$5.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","喵鼎工作室","喵鼎工作室"
"15713","The Treasures of Montezuma 3","May 19, 2011","$3.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Alawar Entertainment","ESDigital Games"
"15714","Adam's Venture: Origins","Apr 1, 2016","$17.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Vertigo Games","SOEDESCO"
"15720","Paranormal State: Poison Spring","Nov 26, 2013","N/A","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Teyon","Legacy Games"
"15721","Zack Zero","Apr 29, 2013","$2.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Crocodile Entertainment","Crocodile Entertainment"
"15743","THE GREAT GEOMETRIC MULTIVERSE TOUR","Aug 27, 2018","$0.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Pie On A Plate Productions","Pie On A Plate Productions"
"15749","Agarest: Generations of War Zero","Apr 17, 2014","$19.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Idea Factory","Ghostlight LTD"
"15757","TinyKeep","Sep 29, 2014","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Phigames","Digital Tribe"
"15763","Sword of Asumi","Jan 8, 2015","$12.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Dharker Studio","Dharker Studios Ltd"
"15764","Hare In The Hat","Apr 1, 2015","$1.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","RunServer","RunServer"
"15765","雾之本境S Conspiracy Field: Fog Shadow","Jun 25, 2020","$3.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","SP-time","SP-time"
"15768","Another Perspective","Aug 8, 2014","$5.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Shaun Spalding","Shaun Spalding"
"15773","Dysterra","Nov 23, 2022","$14.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Reality MagiQ","Kakao Games"
"15774","Power Hover","Jan 10, 2017","$3.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","ODDROK","ODDROK"
"15781","告死天使之言 Death angel","Aug 10, 2019","$0.49","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","我妻寒十","冷笑黑妖"
"15782","Corgi Warlock","Dec 3, 2015","$0.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Xander's Corgi Arcade","Xander's Corgi Arcade"
"15785","Squirbs","Jan 6, 2016","$0.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Team Indev","Team Indev"
"15792","Tunguska: The Visitation","Jun 4, 2021","$14.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Rotorist Workshop","Rotorist Workshop"
"15796","Spaceland: Sci-Fi Indie Tactics","Sep 30, 2019","$4.49","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Tortuga Team","Tortuga Team"
"15799","Bermuda - Lost Survival","Sep 26, 2020","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","NIGHTBOX","NIGHTBOX"
"15800","Venge","Jul 28, 2020","$1.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Ekrcoaster","Ekrcoaster"
"15804","深海：即刻抉择","Mar 5, 2020","$5.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","舞刀弄影, 舒尔佳","INDIECN"
"15810","Mythic Wonders: The Philosopher's Stone","Apr 21, 2016","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Organic 2 Digital Studio","Artifex Mundi"
"15815","The Secret Order 3: Ancient Times","Mar 10, 2016","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Sunward Games","Artifex Mundi"
"15817","Werewolf: The Apocalypse - Earthblood","Feb 7, 2022","$11.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Cyanide Studio","Nacon"
"15819","放置勇者：远征/Idle Heroes:Odyssey","Jun 10, 2021","$4.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","OnigiriStudio","OnigiriStudio"
"15829","Drop Hunt - Adventure Puzzle","Feb 23, 2017","$0.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Oriplay","Cristian Manolachi, Atomic Fabrik"
"15834","The Miskatonic","Jul 19, 2018","$0.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Rapscallion","Rapscallion"
"15850","Sacra Terra: Angelic Night","Jun 15, 2011","$2.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Alawar Entertainment","Alawar Entertainment"
"15858","Fabled Lands","May 26, 2022","$18.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Prime Games","Prime Games"
"15864","方块地牢","Nov 3, 2021","$1.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","小五","小五"
"15868","Oh...Sir! The Hollywood Roast","May 31, 2017","$3.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Vile Monarch","Good Shepherd Entertainment"
"15870","Return to Mysterious Island","Mar 6, 2014","$7.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Kheops Studio","Microids"
"15889","Shovel Knight Pocket Dungeon","Dec 13, 2021","$19.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","VINE, Yacht Club Games","Yacht Club Games"
"15894","Underworld Island","Jan 19, 2023","$9.34","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Mountain & Sea Studio","Mountain & Sea Studio"
"15895","卡片地下城Card Monsters: Dungeon","Jul 16, 2019","$8.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Cheese Games","Cheese Games"
"15906","Demon Hunter: Chronicles from Beyond","Dec 4, 2014","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Brave Giant LTD","Artifex Mundi"
"15914","CATGIRL LOVER 2","Oct 16, 2019","$1.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","CUTE ANIME GIRLS","Tranquility games"
"15915","Shades of Sakura","Jul 22, 2021","$1.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","BanzaiProject","BanzaiProject"
"15928","!AnyWay!","Jun 6, 2018","$1.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","EYEFRONT","EYEFRONT"
"15932","Picklock","May 7, 2020","$0.79","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Creepy Brothers","Creepy Brothers"
"15935","Arcade Mayhem Juanito","Aug 3, 2017","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Game Ever Studio","Game Ever Studio"
"15939","Monstrum 2","Sep 6, 2022","$14.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","Team Junkfish","Junkfish Limited"
"15943","Dread X Collection: The Hunt","Apr 13, 2021","$9.99","N/A (N/A)","50,000 .. 100,000","00:00 (00:00)","DreadXP, David Szymanski, Christopher Yabsley, KIRA, Philisophic Games, Dan McGrath, TorpleDook, Abbey 'Scruncho' Smith, Vidas Salavejus, Redact Games, Wayward Preacher, Mr. Pink, Aaron Wise","DreadXP"
